HSN,NAME,GST,,,,,
4705.00.00,Wood pulp obtained by a combination of mechanical and chemical pulping processes,12,,,,,
4706.00.00,Pulps of fibres derived from recovered (waste and scrap) paper or paperboard or of other fibrous cellulosic material ,12,,,,,
4706.10.00,Cotton linters pulp,12,,,,,
4707.00.00,Recovered (waste and scrap) paper or paperboard .,12,,,,,
4707.10.00,Waste and scrap of paper or paperboard : Of unbleached kraft paper or paperboard or of corrugated paper or paperboard,12,,,,,
4707.20.00,"Waste and scrap of paper or paperboard: Of other paper or paperboard, made mainly of bleached chemical pulp, not colored in the mass:",12,,,,,
4707.30.00,"Waste and scrap of paper or paperboard: Of paper or paperboard made mainly of mechanical pulp (for example, newspapers, journals and similar printed matter):",12,,,,,
4707.90.00,"Waste and scrap of paper or paperboard: Other, including unsorted waste and scrap",12,,,,,
4801.00.00,"Newsprint, in rolls or sheets.",5,,,,,
4802.00.00,"Uncoated paper and paperboard, of a kind used for writing, printing or other graphic purposes, and non-perforated punch card and punch tape paper, in rolls or rectangular (including square) sheets of any size, other than paper of heading 4801 or 4803; hand-made paper and paperboard ",12,,,,,
4802.00.00,"Judicial, Nonjudicial stamp papers, Court fee stamps when sold by the Government Treasuries or Vendors authorized by the Government, Postal items, like envelope, Post card etc., sold by Government, rupee notes when sold to the Reserve Bank of India & Cheques, lose or in book form",0,,,,,
4802.10.00,Handmade paper and paperboard,12,,,,,
4802.20.00,"Paper and paperboard of a kind used as a base for photo-sensitive, heat-sensitive or electro-sensitive paper or paperboard",12,,,,,
4802.30.00,Carbonizing base paper,12,,,,,
4802.40.00,Wallpaper base (hanging paper),12,,,,,
4802.51.00,Weighing less than 40 g/m2 (grams per square meter),12,,,,,
4802.52.00,Weighing 40 g/m2 (grams per square meter) or more but not more than 150 g/m2 (grams per square meter),12,,,,,
4802.53.00,Weighing more than 150 g/m2 (grams per square meter),12,,,,,
4802.60.00,"Other paper and paperboard, of which more than 10 percent by weight of the total fiber content consists of fibers obtained by a mechanical process:",12,,,,,
4803.00.00,"Toilet or facial tissue stock, towel or napkin stock and similar paper of a kind used for household or sanitary purposes, cellulose wadding and webs of cellulose fibres, whether or not creped, crinkled, embossed, perforated, surface coloured, surface decorated or printed, in rolls or sheets.",18,,,,,
4804.00.00,"Uncoated kraft paper and paperboard, in rolls or sheets, other than that of heading 4802 or 4803 ",12,,,,,
4804.11.00,"Kraft paper uncoat nesoi, rolls etc: Unbleached",12,,,,,
4804.19.00,"Kraft paper uncoat nesoi, rolls etc: Other",12,,,,,
4804.21.00,"Paperboard, uncoat nesoi, rolls etc: Unbleached",12,,,,,
4804.29.00 �,"Paperboard, uncoat nesoi, rolls etc:Other",12,,,,,
4804.31.00,Unbleached wrapping (including packaging) paper:,12,,,,,
4804.39.00 �,Other wrapping (including packaging) paper,12,,,,,
4804.41.00,Unbleached,12,,,,,
4804.42.00,Bleached uniformly throughout the mass and of which more than 95 percent by weight of the,12,,,,,
4804.49.00,Bleached uniformly throughout the mass and of which more than 95 by weight : Other,12,,,,,
4804.51.00 �,Unbleached,12,,,,,
4804.52.00,Bleached uniformly throughout the mass and of which more than 95 percent by weight of the total fiber content consists of wood fibers obtained by a chemical process:,12,,,,,
4804.59.00,Bleached uniformly throughout the mass and of which more than 95 percent by weight of the total fiber content consists of wood fibers obtained by a chemical process: Other,12,,,,,
4805.00.00,"Other uncoated paper and paperboard, in rolls or sheets, not further worked or processed than as specified in note 3 to this chapter",12,,,,,
4805.10.00,Semichemical fluting paper (corrugating medium),12,,,,,
4805.21.00,Each layer bleached,12,,,,,
4805.22.00,With only one outer layer bleached,12,,,,,
4805.23.00,"Having three or more layers, of which only the two outer layers are bleached",12,,,,,
4805.29.00,"Having three or more layers, of which only the two outer layers are bleached: Other",12,,,,,
4805.30.00,Sulfite wrapping paper,12,,,,,
4805.40.00,Filter paper and paperboard,12,,,,,
4805.50.00 �,Felt paper and paperboard,12,,,,,
4805.60.00 �,"Other paper and paperboard, weighing 150 g/m2(grams per square meter) or less:",12,,,,,
4805.70.00,"Other paper and paperboard, weighing more than 150 g/m2 (grams per square meter) but less than 225 g/m2 (grams per square meter):",12,,,,,
4805.80.00,"Other paper and paperboard, weighing 225 g/m2(grams per square meter) or more",12,,,,,
4806.00.00,"Vegetable parchment, tracing papers and other glazed transparent or translucent papers, in rolls or sheets.",18,,,,,
4806.10.00,Vegetable parchment,18,,,,,
4806.20.00,Greaseproof papers,12,,,,,
4806.30.00,Tracing papers,18,,,,,
4806.40.10,Glassine papers,12,,,,,
4807.00.00,"Composite paper and paperboard (made by sticking flat layers of paper or paperboard together with an adhesive), not surface-coated or impregnated, whether or not internally reinforced, in rolls or sheets- composite paper and paperboard (made by sticking flat layers of paper or paperboard together with an adhesive), not surface-coated or impregnated, whether or not internally reinforced, in rolls or sheets ",12,,,,,
4807.10.00,"Paper and paperboard, laminated internally with bitumen, tar or asphalt",12,,,,,
4807.91.00 �,"Straw paper and paperboard, whether or not covered with paper other than straw paper",12,,,,,
4807.99.00,"Straw paper and paperboard, whether or not covered with paper other than straw paper: Other",12,,,,,
4808.00.00,"Paper and paperboard, corrugated (with or without glued flat surface sheets), creped, crinkled, embossed or perforated, in rolls or sheets, other than paper of the kind described in heading 4803 ",12,,,,,
4808.10.00,"Corrugated paper and paperboard, whether or not perforated",12,,,,,
4808.20.00,"Sack kraft paper, creped or crinkled, whether or not embossed or perforated",12,,,,,
4808.30.00,"Other kraft paper, creped or crinkled, whether or not embossed or perforated",12,,,,,
4808.90.00,Other paper,12,,,,,
4809.00.00,"Carbon paper, self-copy paper and other copying or transfer papers (including coated or impregnated paper for duplicator stencils or offset plates), whether or not printed, in rolls or sheets ",18,,,,,
4809.10.00,Carbon or similar copying papers,18,,,,,
4809.20.00,Self-copy paper,18,,,,,
4809.90.00,Self-copy paper: Other,18,,,,,
4810.00.00,"Paper and paperboard, coated on one or both sides with kaolin (china clay) or other inorganic substances, with or without a binder, and with no other coating, whether or not surface - coloured, surface-decorated or printed, in rolls or rectangular (including square) sheets, of any size ",12,,,,,
4810.11.00,Weighing not more than 150 g/m2 (grams per square meter),12,,,,,
4810.12.00,Weighing more than 150 g/m2 (grams per square meter),12,,,,,
4810.21.00,Light-weight coated paper,12,,,,,
4810.29.00,"Kraft paper and paperboard, other than that of a kind used for writing, printing or other graphic purposes",12,,,,,
4810.31.00,Bleached uniformly throughout the mass and of which more than 95 percent by weight of the total fiber content consists of wood fibers,12,,,,,
4810.32.00,Bleached uniformly throughout the mass and of which more than 95 percent by weight of the total fiber content consists of wood fibers,12,,,,,
4810.39.00,Bleached uniformly throughout the mass and of which more than 95 percent by weight of the total fiber content consists of wood fibers: Other,12,,,,,
4810.91.00,Multi-ply,12,,,,,
4810.99.00,Multi-ply: Other,12,,,,,
4811.00.00,"Paper, paperboard, cellulose wadding and webs of cellulose fibres, coated, impregnated, covered, surface-coloured, surface-decorated or printed, in rolls or rectangular (including square) sheets, of any size, other than goods of the kind described in heading 4803, 4809 or 4810 [other than  aseptic packaging paper].",18,,,,,
4811.00.00,Aseptic packaging paper,12,,,,,
4811.10.00,"Tarred, bituminized or asphalted paper and paper-board (eg, construction paper)",18,,,,,
4811.21.00,Self-adhesive (pressure sensitive),18,,,,,
4811.29.00,Self-adhesive (pressure sensitive):Other,18,,,,,
4811.31.00,"Bleached, weighing more than 150 g/m2 (grams per square meter): 03 mm or more in thickness",18,,,,,
4811.40.00,"Paper and paperboard, coated, impregnated or covered with wax, paraffin, stearin, oil or glycerol",18,,,,,
4811.90.00,"Other paper, paperboard, cellulose wadding and webs of cellulose fibers",18,,,,,
4812.00.00,"Filter blocks, slabs and plates, of paper pulp .",18,,,,,
4813.00.00,"Cigarette paper, whether or not cut to size or in the form of booklets or tubes ",18,,,,,
4813.10.00,In the form of booklets or tubes,18,,,,,
4813.20.00,In rolls of a width not exceeding 5 cm (197 inches) kg,18,,,,,
4813.90.00,In rolls of a width not exceeding 5 cm (197 inches) kg: Other,18,,,,,
4814.00.00,Wallpaper and similar wall coverings,28,,,,,
4814.10.00,Ingrain paper,28,,,,,
4814.20.00,"Wallpaper and similar wallcoverings, consisting of paper coated or covered, on the face side,",28,,,,,
4814.30.00,"Wallpaper and similar wallcoverings, consisting of paper covered, on the face side, with plaiting material, whether or not bound together in parallelstrands or woven",28,,,,,
4814.90.00,"Wallpaper and similar wallcoverings, consisting of paper covered, on the face side, with plaiting material, whether or not bound together in parallelstrands or woven: Other",28,,,,,
4815.00.00,0,18,,,,,
4816.00.00,"Carbon-paper, self-copy paper and other copying or transfer papers (other than those of heading 4809), duplicator stencils and offset plates, of paper, whether or not put up in boxes 

",18,,,,,
4816.10.00,Carbon or similar copying papers,18,,,,,
4816.20.00�,Self-copy paper,18,,,,,
4816.30.00,Duplicator stencils,18,,,,,
4816.90.00,Duplicator stencils: Other,18,,,,,
4817.00.00 �,"Judicial, Nonjudicial stamp papers, Court fee stamps when sold by the Government Treasuries or Vendors authorized by the Government, Postal items, like envelope, Post card etc., sold by Government, rupee notes when sold to the Reserve Bank of India & Cheques, lose or in book Form
",0,,,,,
4817.00.00 �,"Boxes pouches, wallets and writing compendiums, of paper or paper board containing an assortment of paper stationery including writing blocks.",12,,,,,
4817.00.00 �,"Envelopes, letter cards, plain postcards and correspondence cards, of paper or paperboard; [other than boxes pouches, wallets and writing compendiums, of paper or paper board containing an assortment of paper stationery including writing blocks].",18,,,,,
4817.10.00,Envelopes,18,,,,,
4817.20.00,"Letter cards, plain postcards and correspondence cards",18,,,,,
4817.30.00,"Boxes, pouches, wallets and writing compendiums, of paper or paperboard, containing an assortment of paper stationery",12,,,,,
4818.00.00,"Toilet paper and similar paper, cellulose wadding or webs of cellulose fibres, of a kind used for household or sanitary purposes, in rolls of a width not exceeding 36 cm, or cut to size or shape; handkerchiefs, cleansing tissues, towels, table cloths, serviettes, napkins for babies, tampons, bed sheets and similar household, sanitary or hospital articles, articles of apparel and clothing accessories, of paper pulp, paper, cellulose wadding or webs of cellulose fibres 

",18,,,,,
4818.10.00,Toilet paper,18,,,,,
4818.20.00,"Handkerchiefs, cleansing or facial tissues and towels",18,,,,,
4818.30.00,Tablecloths and table napkins,18,,,,,
4818.40.00,"Sanitary napkins and tampons, diapers and diaper liners and similar sanitary articles",18,,,,,
4818.40.10,Baby and clinical diapers,18,,,,,
4818.40.90,Baby and clinical diapers: Other,18,,,,,
4818.50.00,Articles of apparel and clothing accessories,18,,,,,
4818.90.00,Articles of apparel and clothing accessories: Other,18,,,,,
4819.00.00,"Cartons, boxes and cases of coruugated paper or paper board",12,,,,,
4819.00.00,Used Carton,12,,,,,
4819.00.00,Waste Carton,12,,,,,
4819.10.00,"Cartons, boxes and cases, of corrugated paper or paperboard:",12,,,,,
4819.10.00,Used Carton,12,,,,,
4819.10.00,Waste Carton,12,,,,,
4819.10.10,Boxes,12,,,,,
4819.10.90,Boxes : Other,12,,,,,
4819.20.00�,"Folding cartons, boxes and cases, of non-corrugated paper or paperboard",12,,,,,
4819.20.10,"Cartons, boxes cases intended for the packing of match sticks",12,,,,,
4819.20.20,Boxes,12,,,,,
4819.20.90,Boxes: Other,12,,,,,
4819.40.00,"Other sacks and bags, including cones",12,,,,,
4819.50.00,"Other packing containers, including record sleeves",12,,,,,
4819.50.10,Other packing containers including record sleeves made of corrugated paper or paperboard,12,,,,,
4819.60.00,"Box files, letter trays, storage boxes and similar articles, of a kind used in offices, shops or the like",12,,,,,
4820.00.00,"Exercise book, graph book, & laboratory note book",12,,,,,
4820.00.00,"Registers, account books, note books, order books, receipt books, letter pads, memorandum pads, diaries and similar articles, blotting-pads, binders (loose-leaf or other), folders, file covers, manifold business forms, interleaved carbon sets and other articles of stationery, of paper or paperboard; [including albums for samples or for collections].",18,,,,,
4820.10.00,"Registers, account books, notebooks, order books, receipt books, letter pads, memorandum pads, dairies and similar articles",18,,,,,
4820.10.10,"Registers, Account Books",18,,,,,
4820.10.90,"Note books, order books, Receipt books, Letter pads, Dairies, Short handbook and local delevery books, Office files, computer files and similar articles.",18,,,,,
4820.20.00,Exercise books,12,,,,,
4820.30.00,"Binders (other than book covers), folders and file covers",18,,,,,
4820.30.00,Folders and File Covers,18,,,,,
4820.30.00,Office files & Folders made of paper board  & plastic,18,,,,,
4820.30.00,Office files and Folders,18,,,,,
4820.40.00,Manifold business forms and interleaved carbon sets,18,,,,,
4820.50.00,Albums for samples or for collections,18,,,,,
4820.50.00,Photo Albums,18,,,,,
4820.50.00,Photo Albums,18,,,,,
4820.90.00,Albums for samples or for collections: Other,18,,,,,
4820.90.90,"Graph book, Laboratory Note book",12,,,,,
4821.00.00,"Paper or paperboard labels of all kinds, whether or not printed ",18,,,,,
4821.10.10,Printed paper tags,18,,,,,
4821.10.20,Printed lablels,18,,,,,
4822.00.00,"Bobbins, spools, cops and similar supports of paper pulp, paper or paperboard (whether or not perforated or hardened) ",18,,,,,
4822.90.00,"Bobbins, spools etc. Of pap pulp, paper & paperboard: Other",18,,,,,
4823.00.00,Paper pulp moulded trays  Braille paper  Kites,12,,,,,
4823.00.00,"Other paper, paperboard, cellulose wadding and webs of cellulose fibres, cut to size or shape; other articles of paper pulp, paper, paperboard, cellulose wadding or webs of cellulose fibres [other than paper pulp moulded trays]",18,,,,,
4823.11.00,Self-adhesive (pressure sensitive),18,,,,,
4823.12.00,Paper self-adhesive tape,18,,,,,
4823.19.00,Paper self-adhesive tape: Other,18,,,,,
